battle_id,hero_name,hero_series,hero_type,hero_powers,hero_total_power,hero_combat,hero_speed,hero_durability,hero_intelligence,hero_heat,hero_water,hero_electricity,hero_magic,hero_stealth,villain_name,villain_species,villain_affiliation,villain_powers,villain_total_power,villain_combat,villain_speed,villain_durability,villain_intelligence,villain_heat,villain_water,villain_electricity,villain_magic,villain_stealth,terrain,battle_type,hero_terrain_bonus,villain_terrain_bonus,hero_win_probability,battle_outcome,difficulty_rating
5951,Feedback,Omniverse,Omniverse,"Energy Absorption, Redirection",54.4,85,70,60,36,15,12,100,5,28,Vilgax (True Form),Chimera Sui Generis,Solo,"Gigantic Size, Tentacles, Cosmic Power",66.0,100,30,100,75,70,50,40,20,5,Null Void,Chase,1.034,1.046,0.4721,Win,Hard
5952,Feedback,Omniverse,Omniverse,"Energy Absorption, Redirection",54.4,85,70,60,36,15,12,100,5,28,Vilgax (True Form),Chimera Sui Generis,Solo,"Gigantic Size, Tentacles, Cosmic Power",66.0,100,30,100,75,70,50,40,20,5,Desert,Ambush,0.998,1.004,0.5071,Loss,Medium
5953,Bloxx,Omniverse,Omniverse,"Shape Shifting, Block Constructs",45.25,70,40,90,40,7,8,6,4,16,Vilgax (True Form),Chimera Sui Generis,Solo,"Gigantic Size, Tentacles, Cosmic Power",66.0,100,30,100,75,70,50,40,20,5,Volcanic,Chase,0.969,0.98,0.3935,Loss,Hard
5954,Bloxx,Omniverse,Omniverse,"Shape Shifting, Block Constructs",45.25,70,40,90,40,7,8,6,4,16,Vilgax (True Form),Chimera Sui Generis,Solo,"Gigantic Size, Tentacles, Cosmic Power",66.0,100,30,100,75,70,50,40,20,5,Space,Siege,1.053,1.036,0.35,Loss,Hard
5955,Bloxx,Omniverse,Omniverse,"Shape Shifting, Block Constructs",45.25,70,40,90,40,7,8,6,4,16,Vilgax (True Form),Chimera Sui Generis,Solo,"Gigantic Size, Tentacles, Cosmic Power",66.0,100,30,100,75,70,50,40,20,5,City,Siege,1.015,1.017,0.3475,Loss,Hard
5956,Bloxx,Omniverse,Omniverse,"Shape Shifting, Block Constructs",45.25,70,40,90,40,7,8,6,4,16,Vilgax (True Form),Chimera Sui Generis,Solo,"Gigantic Size, Tentacles, Cosmic Power",66.0,100,30,100,75,70,50,40,20,5,Null Void,Ambush,1.036,1.046,0.4726,Loss,Hard
5957,Gravattack,Omniverse,Omniverse,"Gravikinesis, Orbit Generation",49.3,80,39,90,45,13,13,15,1,21,Vilgax (True Form),Chimera Sui Generis,Solo,"Gigantic Size, Tentacles, Cosmic Power",66.0,100,30,100,75,70,50,40,20,5,Null Void,Siege,1.035,1.046,0.4016,Loss,Hard
5958,Gravattack,Omniverse,Omniverse,"Gravikinesis, Orbit Generation",49.3,80,39,90,45,13,13,15,1,21,Vilgax (True Form),Chimera Sui Generis,Solo,"Gigantic Size, Tentacles, Cosmic Power",66.0,100,30,100,75,70,50,40,20,5,Space,Ambush,1.047,1.036,0.4923,Loss,Hard
5959,Gravattack,Omniverse,Omniverse,"Gravikinesis, Orbit Generation",49.3,80,39,90,45,13,13,15,1,21,Vilgax (True Form),Chimera Sui Generis,Solo,"Gigantic Size, Tentacles, Cosmic Power",66.0,100,30,100,75,70,50,40,20,5,Arctic,Siege,0.972,0.967,0.3626,Win,Hard
5960,Gravattack,Omniverse,Omniverse,"Gravikinesis, Orbit Generation",49.3,80,39,90,45,13,13,15,1,21,Vilgax (True Form),Chimera Sui Generis,Solo,"Gigantic Size, Tentacles, Cosmic Power",66.0,100,30,100,75,70,50,40,20,5,Forest,Ambush,0.995,0.997,0.4649,Win,Hard
5961,Crashhopper,Omniverse,Omniverse,"Super Jumping, Shockwaves",44.6,75,90,31,35,6,6,13,5,14,Vilgax (True Form),Chimera Sui Generis,Solo,"Gigantic Size, Tentacles, Cosmic Power",66.0,100,30,100,75,70,50,40,20,5,City,Ambush,1.013,1.017,0.5007,Win,Medium
5962,Crashhopper,Omniverse,Omniverse,"Super Jumping, Shockwaves",44.6,75,90,31,35,6,6,13,5,14,Vilgax (True Form),Chimera Sui Generis,Solo,"Gigantic Size, Tentacles, Cosmic Power",66.0,100,30,100,75,70,50,40,20,5,Space,Siege,1.068,1.036,0.3548,Loss,Hard
5963,Crashhopper,Omniverse,Omniverse,"Super Jumping, Shockwaves",44.6,75,90,31,35,6,6,13,5,14,Vilgax (True Form),Chimera Sui Generis,Solo,"Gigantic Size, Tentacles, Cosmic Power",66.0,100,30,100,75,70,50,40,20,5,Forest,Chase,0.976,0.997,0.4238,Loss,Hard
5964,Crashhopper,Omniverse,Omniverse,"Super Jumping, Shockwaves",44.6,75,90,31,35,6,6,13,5,14,Vilgax (True Form),Chimera Sui Generis,Solo,"Gigantic Size, Tentacles, Cosmic Power",66.0,100,30,100,75,70,50,40,20,5,Desert,1v1,0.998,1.004,0.391,Loss,Hard
5965,Pesky Dust,Omniverse,Omniverse,"Sleep Inducement, Dream Manipulation",44.7,50,40,33,46,12,6,9,90,80,Vilgax (True Form),Chimera Sui Generis,Solo,"Gigantic Size, Tentacles, Cosmic Power",66.0,100,30,100,75,70,50,40,20,5,Volcanic,1v1,0.991,0.98,0.4563,Win,Hard
5966,Pesky Dust,Omniverse,Omniverse,"Sleep Inducement, Dream Manipulation",44.7,50,40,33,46,12,6,9,90,80,Vilgax (True Form),Chimera Sui Generis,Solo,"Gigantic Size, Tentacles, Cosmic Power",66.0,100,30,100,75,70,50,40,20,5,Null Void,1v1,1.062,1.046,0.4256,Loss,Hard
5967,Pesky Dust,Omniverse,Omniverse,"Sleep Inducement, Dream Manipulation",44.7,50,40,33,46,12,6,9,90,80,Vilgax (True Form),Chimera Sui Generis,Solo,"Gigantic Size, Tentacles, Cosmic Power",66.0,100,30,100,75,70,50,40,20,5,Desert,Ambush,0.993,1.004,0.5089,Loss,Medium
5968,Pesky Dust,Omniverse,Omniverse,"Sleep Inducement, Dream Manipulation",44.7,50,40,33,46,12,6,9,90,80,Vilgax (True Form),Chimera Sui Generis,Solo,"Gigantic Size, Tentacles, Cosmic Power",66.0,100,30,100,75,70,50,40,20,5,Underwater,Ambush,0.968,0.97,0.4569,Loss,Hard
5969,Kickin Hawk,Omniverse,Omniverse,"Enhanced Kicking, Agility",46.4,90,70,38,36,13,8,6,4,11,Vilgax (True Form),Chimera Sui Generis,Solo,"Gigantic Size, Tentacles, Cosmic Power",66.0,100,30,100,75,70,50,40,20,5,Space,Ambush,1.055,1.036,0.4578,Loss,Hard
5970,Kickin Hawk,Omniverse,Omniverse,"Enhanced Kicking, Agility",46.4,90,70,38,36,13,8,6,4,11,Vilgax (True Form),Chimera Sui Generis,Solo,"Gigantic Size, Tentacles, Cosmic Power",66.0,100,30,100,75,70,50,40,20,5,Forest,1v1,0.982,0.997,0.3907,Loss,Hard
5971,Kickin Hawk,Omniverse,Omniverse,"Enhanced Kicking, Agility",46.4,90,70,38,36,13,8,6,4,11,Vilgax (True Form),Chimera Sui Generis,Solo,"Gigantic Size, Tentacles, Cosmic Power",66.0,100,30,100,75,70,50,40,20,5,Volcanic,Chase,0.989,0.98,0.4609,Win,Hard
5972,Kickin Hawk,Omniverse,Omniverse,"Enhanced Kicking, Agility",46.4,90,70,38,36,13,8,6,4,11,Vilgax (True Form),Chimera Sui Generis,Solo,"Gigantic Size, Tentacles, Cosmic Power",66.0,100,30,100,75,70,50,40,20,5,Desert,Ambush,1.0,1.004,0.4991,Loss,Hard
5973,Toepick,Omniverse,Omniverse,"Nightmare Face, Fear Inducement",45.65,50,47,38,52,9,8,15,80,60,Vilgax (True Form),Chimera Sui Generis,Solo,"Gigantic Size, Tentacles, Cosmic Power",66.0,100,30,100,75,70,50,40,20,5,Null Void,Ambush,1.06,1.046,0.474,Win,Hard
5974,Toepick,Omniverse,Omniverse,"Nightmare Face, Fear Inducement",45.65,50,47,38,52,9,8,15,80,60,Vilgax (True Form),Chimera Sui Generis,Solo,"Gigantic Size, Tentacles, Cosmic Power",66.0,100,30,100,75,70,50,40,20,5,Space,Chase,1.03,1.036,0.4358,Loss,Hard
5975,Toepick,Omniverse,Omniverse,"Nightmare Face, Fear Inducement",45.65,50,47,38,52,9,8,15,80,60,Vilgax (True Form),Chimera Sui Generis,Solo,"Gigantic Size, Tentacles, Cosmic Power",66.0,100,30,100,75,70,50,40,20,5,Volcanic,Chase,0.987,0.98,0.4557,Loss,Hard
5976,Toepick,Omniverse,Omniverse,"Nightmare Face, Fear Inducement",45.65,50,47,38,52,9,8,15,80,60,Vilgax (True Form),Chimera Sui Generis,Solo,"Gigantic Size, Tentacles, Cosmic Power",66.0,100,30,100,75,70,50,40,20,5,City,Ambush,1.024,1.017,0.4033,Win,Hard
5977,Astrodactyl,Omniverse,Omniverse,"Flight, Energy Whips, Propulsion",44.75,70,80,41,45,12,5,8,4,14,Vilgax (True Form),Chimera Sui Generis,Solo,"Gigantic Size, Tentacles, Cosmic Power",66.0,100,30,100,75,70,50,40,20,5,Desert,1v1,1.001,1.004,0.4285,Loss,Hard
5978,Astrodactyl,Omniverse,Omniverse,"Flight, Energy Whips, Propulsion",44.75,70,80,41,45,12,5,8,4,14,Vilgax (True Form),Chimera Sui Generis,Solo,"Gigantic Size, Tentacles, Cosmic Power",66.0,100,30,100,75,70,50,40,20,5,Null Void,Siege,1.037,1.046,0.3369,Win,Hard
5979,Astrodactyl,Omniverse,Omniverse,"Flight, Energy Whips, Propulsion",44.75,70,80,41,45,12,5,8,4,14,Vilgax (True Form),Chimera Sui Generis,Solo,"Gigantic Size, Tentacles, Cosmic Power",66.0,100,30,100,75,70,50,40,20,5,Underwater,Siege,0.941,0.97,0.3432,Loss,Hard
5980,Astrodactyl,Omniverse,Omniverse,"Flight, Energy Whips, Propulsion",44.75,70,80,41,45,12,5,8,4,14,Vilgax (True Form),Chimera Sui Generis,Solo,"Gigantic Size, Tentacles, Cosmic Power",66.0,100,30,100,75,70,50,40,20,5,Space,1v1,1.064,1.036,0.411,Loss,Hard
5981,Atomix,Omniverse,Omniverse,"Nuclear Energy, Flight, Mini-Nukes",65.15,95,42,95,60,100,5,100,2,28,Vilgax (True Form),Chimera Sui Generis,Solo,"Gigantic Size, Tentacles, Cosmic Power",66.0,100,30,100,75,70,50,40,20,5,Forest,Siege,0.997,0.997,0.4664,Win,Hard
5982,Atomix,Omniverse,Omniverse,"Nuclear Energy, Flight, Mini-Nukes",65.15,95,42,95,60,100,5,100,2,28,Vilgax (True Form),Chimera Sui Generis,Solo,"Gigantic Size, Tentacles, Cosmic Power",66.0,100,30,100,75,70,50,40,20,5,Space,Siege,1.037,1.036,0.487,Win,Hard
5983,Atomix,Omniverse,Omniverse,"Nuclear Energy, Flight, Mini-Nukes",65.15,95,42,95,60,100,5,100,2,28,Vilgax (True Form),Chimera Sui Generis,Solo,"Gigantic Size, Tentacles, Cosmic Power",66.0,100,30,100,75,70,50,40,20,5,Underwater,Siege,0.936,0.97,0.4412,Loss,Hard
5984,Atomix,Omniverse,Omniverse,"Nuclear Energy, Flight, Mini-Nukes",65.15,95,42,95,60,100,5,100,2,28,Vilgax (True Form),Chimera Sui Generis,Solo,"Gigantic Size, Tentacles, Cosmic Power",66.0,100,30,100,75,70,50,40,20,5,City,Chase,1.016,1.017,0.5217,Win,Medium
5985,Whampire,Omniverse,Omniverse,"Hypnosis, Energy Drain, Flight",44.8,70,45,41,56,13,11,14,1,80,Vilgax (True Form),Chimera Sui Generis,Solo,"Gigantic Size, Tentacles, Cosmic Power",66.0,100,30,100,75,70,50,40,20,5,Desert,Chase,0.992,1.004,0.4477,Win,Hard
5986,Whampire,Omniverse,Omniverse,"Hypnosis, Energy Drain, Flight",44.8,70,45,41,56,13,11,14,1,80,Vilgax (True Form),Chimera Sui Generis,Solo,"Gigantic Size, Tentacles, Cosmic Power",66.0,100,30,100,75,70,50,40,20,5,Space,1v1,1.026,1.036,0.3954,Loss,Hard
5987,Whampire,Omniverse,Omniverse,"Hypnosis, Energy Drain, Flight",44.8,70,45,41,56,13,11,14,1,80,Vilgax (True Form),Chimera Sui Generis,Solo,"Gigantic Size, Tentacles, Cosmic Power",66.0,100,30,100,75,70,50,40,20,5,Null Void,Ambush,1.013,1.046,0.5186,Win,Medium
5988,Whampire,Omniverse,Omniverse,"Hypnosis, Energy Drain, Flight",44.8,70,45,41,56,13,11,14,1,80,Vilgax (True Form),Chimera Sui Generis,Solo,"Gigantic Size, Tentacles, Cosmic Power",66.0,100,30,100,75,70,50,40,20,5,Underwater,Chase,0.965,0.97,0.3894,Win,Hard
5989,Gutrot,Omniverse,Omniverse,Chemical Gas Synthesis,29.9,36,35,50,32,13,14,13,2,23,Vilgax (True Form),Chimera Sui Generis,Solo,"Gigantic Size, Tentacles, Cosmic Power",66.0,100,30,100,75,70,50,40,20,5,Desert,1v1,0.996,1.004,0.2518,Win,Hard
5990,Gutrot,Omniverse,Omniverse,Chemical Gas Synthesis,29.9,36,35,50,32,13,14,13,2,23,Vilgax (True Form),Chimera Sui Generis,Solo,"Gigantic Size, Tentacles, Cosmic Power",66.0,100,30,100,75,70,50,40,20,5,City,Chase,1.02,1.017,0.2587,Loss,Hard
5991,Gutrot,Omniverse,Omniverse,Chemical Gas Synthesis,29.9,36,35,50,32,13,14,13,2,23,Vilgax (True Form),Chimera Sui Generis,Solo,"Gigantic Size, Tentacles, Cosmic Power",66.0,100,30,100,75,70,50,40,20,5,Underwater,Chase,0.959,0.97,0.3254,Win,Hard
5992,Gutrot,Omniverse,Omniverse,Chemical Gas Synthesis,29.9,36,35,50,32,13,14,13,2,23,Vilgax (True Form),Chimera Sui Generis,Solo,"Gigantic Size, Tentacles, Cosmic Power",66.0,100,30,100,75,70,50,40,20,5,Space,Chase,1.053,1.036,0.3357,Loss,Hard
5993,Walkatrout,Omniverse,Omniverse,"Slippery, Water Breathing",27.3,10,50,34,37,14,90,13,1,14,Vilgax (True Form),Chimera Sui Generis,Solo,"Gigantic Size, Tentacles, Cosmic Power",66.0,100,30,100,75,70,50,40,20,5,Null Void,1v1,1.003,1.046,0.3165,Win,Hard
5994,Walkatrout,Omniverse,Omniverse,"Slippery, Water Breathing",27.3,10,50,34,37,14,90,13,1,14,Vilgax (True Form),Chimera Sui Generis,Solo,"Gigantic Size, Tentacles, Cosmic Power",66.0,100,30,100,75,70,50,40,20,5,Arctic,1v1,0.965,0.967,0.3338,Loss,Hard
5995,Walkatrout,Omniverse,Omniverse,"Slippery, Water Breathing",27.3,10,50,34,37,14,90,13,1,14,Vilgax (True Form),Chimera Sui Generis,Solo,"Gigantic Size, Tentacles, Cosmic Power",66.0,100,30,100,75,70,50,40,20,5,Forest,Siege,0.981,0.997,0.2903,Win,Hard
5996,Walkatrout,Omniverse,Omniverse,"Slippery, Water Breathing",27.3,10,50,34,37,14,90,13,1,14,Vilgax (True Form),Chimera Sui Generis,Solo,"Gigantic Size, Tentacles, Cosmic Power",66.0,100,30,100,75,70,50,40,20,5,City,Siege,1.023,1.017,0.2991,Loss,Hard
5997,The Worst,Omniverse,Omniverse,Indestructibility,28.05,10,10,100,42,10,10,9,0,26,Vilgax (True Form),Chimera Sui Generis,Solo,"Gigantic Size, Tentacles, Cosmic Power",66.0,100,30,100,75,70,50,40,20,5,Forest,1v1,1.009,0.997,0.2856,Loss,Hard
5998,The Worst,Omniverse,Omniverse,Indestructibility,28.05,10,10,100,42,10,10,9,0,26,Vilgax (True Form),Chimera Sui Generis,Solo,"Gigantic Size, Tentacles, Cosmic Power",66.0,100,30,100,75,70,50,40,20,5,Desert,Siege,0.995,1.004,0.2485,Loss,Extreme
5999,The Worst,Omniverse,Omniverse,Indestructibility,28.05,10,10,100,42,10,10,9,0,26,Vilgax (True Form),Chimera Sui Generis,Solo,"Gigantic Size, Tentacles, Cosmic Power",66.0,100,30,100,75,70,50,40,20,5,Space,Chase,1.055,1.036,0.3859,Loss,Hard
6000,The Worst,Omniverse,Omniverse,Indestructibility,28.05,10,10,100,42,10,10,9,0,26,Vilgax (True Form),Chimera Sui Generis,Solo,"Gigantic Size, Tentacles, Cosmic Power",66.0,100,30,100,75,70,50,40,20,5,Arctic,Chase,0.984,0.967,0.3244,Loss,Hard
6001,Bullfrag,Omniverse,Omniverse,"Enhanced Jumping, Long Tongue",44.95,80,60,41,51,5,13,9,0,16,Vilgax (True Form),Chimera Sui Generis,Solo,"Gigantic Size, Tentacles, Cosmic Power",66.0,100,30,100,75,70,50,40,20,5,Underwater,Chase,0.96,0.97,0.4085,Loss,Hard
6002,Bullfrag,Omniverse,Omniverse,"Enhanced Jumping, Long Tongue",44.95,80,60,41,51,5,13,9,0,16,Vilgax (True Form),Chimera Sui Generis,Solo,"Gigantic Size, Tentacles, Cosmic Power",66.0,100,30,100,75,70,50,40,20,5,City,Siege,1.019,1.017,0.362,Win,Hard
6003,Bullfrag,Omniverse,Omniverse,"Enhanced Jumping, Long Tongue",44.95,80,60,41,51,5,13,9,0,16,Vilgax (True Form),Chimera Sui Generis,Solo,"Gigantic Size, Tentacles, Cosmic Power",66.0,100,30,100,75,70,50,40,20,5,Null Void,Chase,1.039,1.046,0.4799,Loss,Hard
6004,Bullfrag,Omniverse,Omniverse,"Enhanced Jumping, Long Tongue",44.95,80,60,41,51,5,13,9,0,16,Vilgax (True Form),Chimera Sui Generis,Solo,"Gigantic Size, Tentacles, Cosmic Power",66.0,100,30,100,75,70,50,40,20,5,Desert,Chase,0.996,1.004,0.4191,Loss,Hard
6005,Ultimate Humungousaur,Ultimate Alien,Ultimate,"Missile Generation, Super Strength",60.65,100,50,100,66,16,6,15,0,28,Vilgax (True Form),Chimera Sui Generis,Solo,"Gigantic Size, Tentacles, Cosmic Power",66.0,100,30,100,75,70,50,40,20,5,Forest,Siege,0.995,0.997,0.4458,Loss,Hard
6006,Ultimate Humungousaur,Ultimate Alien,Ultimate,"Missile Generation, Super Strength",60.65,100,50,100,66,16,6,15,0,28,Vilgax (True Form),Chimera Sui Generis,Solo,"Gigantic Size, Tentacles, Cosmic Power",66.0,100,30,100,75,70,50,40,20,5,Space,1v1,1.045,1.036,0.4783,Win,Hard
6007,Ultimate Humungousaur,Ultimate Alien,Ultimate,"Missile Generation, Super Strength",60.65,100,50,100,66,16,6,15,0,28,Vilgax (True Form),Chimera Sui Generis,Solo,"Gigantic Size, Tentacles, Cosmic Power",66.0,100,30,100,75,70,50,40,20,5,Desert,1v1,1.0,1.004,0.4125,Win,Hard
6008,Ultimate Humungousaur,Ultimate Alien,Ultimate,"Missile Generation, Super Strength",60.65,100,50,100,66,16,6,15,0,28,Vilgax (True Form),Chimera Sui Generis,Solo,"Gigantic Size, Tentacles, Cosmic Power",66.0,100,30,100,75,70,50,40,20,5,Volcanic,Siege,0.978,0.98,0.4303,Win,Hard
6009,Ultimate Swampfire,Ultimate Alien,Ultimate,"Blue Pyrokinesis, Explosive Seeds",66.0,100,41,100,72,100,37,17,5,17,Vilgax (True Form),Chimera Sui Generis,Solo,"Gigantic Size, Tentacles, Cosmic Power",66.0,100,30,100,75,70,50,40,20,5,Forest,Ambush,0.995,0.997,0.5585,Draw,Medium
6010,Ultimate Swampfire,Ultimate Alien,Ultimate,"Blue Pyrokinesis, Explosive Seeds",66.0,100,41,100,72,100,37,17,5,17,Vilgax (True Form),Chimera Sui Generis,Solo,"Gigantic Size, Tentacles, Cosmic Power",66.0,100,30,100,75,70,50,40,20,5,Null Void,Ambush,1.036,1.046,0.5197,Loss,Medium
6011,Ultimate Swampfire,Ultimate Alien,Ultimate,"Blue Pyrokinesis, Explosive Seeds",66.0,100,41,100,72,100,37,17,5,17,Vilgax (True Form),Chimera Sui Generis,Solo,"Gigantic Size, Tentacles, Cosmic Power",66.0,100,30,100,75,70,50,40,20,5,Space,Siege,1.039,1.036,0.5091,Win,Medium
6012,Ultimate Swampfire,Ultimate Alien,Ultimate,"Blue Pyrokinesis, Explosive Seeds",66.0,100,41,100,72,100,37,17,5,17,Vilgax (True Form),Chimera Sui Generis,Solo,"Gigantic Size, Tentacles, Cosmic Power",66.0,100,30,100,75,70,50,40,20,5,Underwater,Siege,0.957,0.97,0.4066,Loss,Hard
6013,Ultimate Big Chill,Ultimate Alien,Ultimate,"Fire/Ice Breath, Phasing, Flight",49.3,46,53,100,55,0,12,8,6,100,Vilgax (True Form),Chimera Sui Generis,Solo,"Gigantic Size, Tentacles, Cosmic Power",66.0,100,30,100,75,70,50,40,20,5,Arctic,Siege,0.97,0.967,0.3781,Win,Hard
6014,Ultimate Big Chill,Ultimate Alien,Ultimate,"Fire/Ice Breath, Phasing, Flight",49.3,46,53,100,55,0,12,8,6,100,Vilgax (True Form),Chimera Sui Generis,Solo,"Gigantic Size, Tentacles, Cosmic Power",66.0,100,30,100,75,70,50,40,20,5,City,Siege,1.027,1.017,0.4491,Loss,Hard
6015,Ultimate Big Chill,Ultimate Alien,Ultimate,"Fire/Ice Breath, Phasing, Flight",49.3,46,53,100,55,0,12,8,6,100,Vilgax (True Form),Chimera Sui Generis,Solo,"Gigantic Size, Tentacles, Cosmic Power",66.0,100,30,100,75,70,50,40,20,5,Forest,Siege,1.016,0.997,0.4119,Win,Hard
6016,Ultimate Big Chill,Ultimate Alien,Ultimate,"Fire/Ice Breath, Phasing, Flight",49.3,46,53,100,55,0,12,8,6,100,Vilgax (True Form),Chimera Sui Generis,Solo,"Gigantic Size, Tentacles, Cosmic Power",66.0,100,30,100,75,70,50,40,20,5,Space,Chase,1.042,1.036,0.4702,Win,Hard
6017,Ultimate Echo Echo,Ultimate Alien,Ultimate,"Sonic Dooms, Flight, Sonic Discs",48.5,87,62,37,57,10,8,11,6,26,Vilgax (True Form),Chimera Sui Generis,Solo,"Gigantic Size, Tentacles, Cosmic Power",66.0,100,30,100,75,70,50,40,20,5,Volcanic,Chase,0.989,0.98,0.5562,Loss,Medium
6018,Ultimate Echo Echo,Ultimate Alien,Ultimate,"Sonic Dooms, Flight, Sonic Discs",48.5,87,62,37,57,10,8,11,6,26,Vilgax (True Form),Chimera Sui Generis,Solo,"Gigantic Size, Tentacles, Cosmic Power",66.0,100,30,100,75,70,50,40,20,5,Desert,Chase,0.998,1.004,0.4028,Loss,Hard
6019,Ultimate Echo Echo,Ultimate Alien,Ultimate,"Sonic Dooms, Flight, Sonic Discs",48.5,87,62,37,57,10,8,11,6,26,Vilgax (True Form),Chimera Sui Generis,Solo,"Gigantic Size, Tentacles, Cosmic Power",66.0,100,30,100,75,70,50,40,20,5,Underwater,Chase,0.958,0.97,0.4306,Loss,Hard
6020,Ultimate Echo Echo,Ultimate Alien,Ultimate,"Sonic Dooms, Flight, Sonic Discs",48.5,87,62,37,57,10,8,11,6,26,Vilgax (True Form),Chimera Sui Generis,Solo,"Gigantic Size, Tentacles, Cosmic Power",66.0,100,30,100,75,70,50,40,20,5,Null Void,1v1,1.041,1.046,0.4359,Loss,Hard
6021,Ultimate Way Big,Ultimate Alien,Ultimate,"Gargantuan Size, Flight, Cosmic Beams",65.8,100,75,100,41,100,17,8,6,31,Vilgax (True Form),Chimera Sui Generis,Solo,"Gigantic Size, Tentacles, Cosmic Power",66.0,100,30,100,75,70,50,40,20,5,Null Void,Siege,1.034,1.046,0.4363,Win,Hard
6022,Ultimate Way Big,Ultimate Alien,Ultimate,"Gargantuan Size, Flight, Cosmic Beams",65.8,100,75,100,41,100,17,8,6,31,Vilgax (True Form),Chimera Sui Generis,Solo,"Gigantic Size, Tentacles, Cosmic Power",66.0,100,30,100,75,70,50,40,20,5,Arctic,Chase,0.93,0.967,0.5073,Loss,Medium
6023,Ultimate Way Big,Ultimate Alien,Ultimate,"Gargantuan Size, Flight, Cosmic Beams",65.8,100,75,100,41,100,17,8,6,31,Vilgax (True Form),Chimera Sui Generis,Solo,"Gigantic Size, Tentacles, Cosmic Power",66.0,100,30,100,75,70,50,40,20,5,Desert,Siege,1.017,1.004,0.4432,Win,Hard
6024,Ultimate Way Big,Ultimate Alien,Ultimate,"Gargantuan Size, Flight, Cosmic Beams",65.8,100,75,100,41,100,17,8,6,31,Vilgax (True Form),Chimera Sui Generis,Solo,"Gigantic Size, Tentacles, Cosmic Power",66.0,100,30,100,75,70,50,40,20,5,Space,Siege,1.052,1.036,0.4476,Loss,Hard
6025,Ultimate Gravattack,Omniverse,Ultimate,"Living Planet, Orbit Control",58.2,100,52,100,48,11,11,12,1,28,Vilgax (True Form),Chimera Sui Generis,Solo,"Gigantic Size, Tentacles, Cosmic Power",66.0,100,30,100,75,70,50,40,20,5,Desert,Siege,0.998,1.004,0.4166,Loss,Hard
6026,Ultimate Gravattack,Omniverse,Ultimate,"Living Planet, Orbit Control",58.2,100,52,100,48,11,11,12,1,28,Vilgax (True Form),Chimera Sui Generis,Solo,"Gigantic Size, Tentacles, Cosmic Power",66.0,100,30,100,75,70,50,40,20,5,Volcanic,Ambush,0.973,0.98,0.5517,Win,Medium
6027,Ultimate Gravattack,Omniverse,Ultimate,"Living Planet, Orbit Control",58.2,100,52,100,48,11,11,12,1,28,Vilgax (True Form),Chimera Sui Generis,Solo,"Gigantic Size, Tentacles, Cosmic Power",66.0,100,30,100,75,70,50,40,20,5,City,Ambush,1.015,1.017,0.499,Loss,Hard
6028,Ultimate Gravattack,Omniverse,Ultimate,"Living Planet, Orbit Control",58.2,100,52,100,48,11,11,12,1,28,Vilgax (True Form),Chimera Sui Generis,Solo,"Gigantic Size, Tentacles, Cosmic Power",66.0,100,30,100,75,70,50,40,20,5,Space,1v1,1.048,1.036,0.5701,Win,Medium
6029,Shock Rock,Reboot,Reboot,"Energy Absorption, Omni-Enhanced Constructs",39.95,50,32,45,60,10,10,92,3,20,Vilgax (True Form),Chimera Sui Generis,Solo,"Gigantic Size, Tentacles, Cosmic Power",66.0,100,30,100,75,70,50,40,20,5,Volcanic,Siege,0.982,0.98,0.2962,Loss,Hard
6030,Shock Rock,Reboot,Reboot,"Energy Absorption, Omni-Enhanced Constructs",39.95,50,32,45,60,10,10,92,3,20,Vilgax (True Form),Chimera Sui Generis,Solo,"Gigantic Size, Tentacles, Cosmic Power",66.0,100,30,100,75,70,50,40,20,5,Arctic,Siege,0.972,0.967,0.3548,Loss,Hard
6031,Shock Rock,Reboot,Reboot,"Energy Absorption, Omni-Enhanced Constructs",39.95,50,32,45,60,10,10,92,3,20,Vilgax (True Form),Chimera Sui Generis,Solo,"Gigantic Size, Tentacles, Cosmic Power",66.0,100,30,100,75,70,50,40,20,5,Null Void,1v1,1.026,1.046,0.376,Loss,Hard
6032,Shock Rock,Reboot,Reboot,"Energy Absorption, Omni-Enhanced Constructs",39.95,50,32,45,60,10,10,92,3,20,Vilgax (True Form),Chimera Sui Generis,Solo,"Gigantic Size, Tentacles, Cosmic Power",66.0,100,30,100,75,70,50,40,20,5,Desert,Ambush,0.997,1.004,0.5234,Win,Medium
6033,Overflow,Reboot,Reboot,"Hydrokinesis, Water Blades",34.75,46,32,36,46,6,83,9,3,19,Vilgax (True Form),Chimera Sui Generis,Solo,"Gigantic Size, Tentacles, Cosmic Power",66.0,100,30,100,75,70,50,40,20,5,Space,1v1,1.038,1.036,0.3536,Win,Hard
6034,Overflow,Reboot,Reboot,"Hydrokinesis, Water Blades",34.75,46,32,36,46,6,83,9,3,19,Vilgax (True Form),Chimera Sui Generis,Solo,"Gigantic Size, Tentacles, Cosmic Power",66.0,100,30,100,75,70,50,40,20,5,Volcanic,Chase,0.928,0.98,0.3475,Win,Hard
6035,Overflow,Reboot,Reboot,"Hydrokinesis, Water Blades",34.75,46,32,36,46,6,83,9,3,19,Vilgax (True Form),Chimera Sui Generis,Solo,"Gigantic Size, Tentacles, Cosmic Power",66.0,100,30,100,75,70,50,40,20,5,City,Siege,1.023,1.017,0.2296,Loss,Extreme
